X:FY_Bushing-L1(N),Y:FY_Bushing-L1(N),Y:FY_Bushing-L2(N),Y:FY_Bushing-L3(N),Y:FY_Bushing-L4(N),Y:FY_Bushing-L5(N),Y:FY_Bushing-R1(N),Y:FY_Bushing-R2(N),Y:FY_Bushing-R3(N),Y:FY_Bushing-R4(N),Y:FY_Bushing-R5(N),Y:Pos1_Relative-기복회전(deg),Y:Pos1_Relative-선회회전(deg),Y:Pos_TY-인양물(mm),Y:Pos_ROLL-하부체(deg),Y:Pos_PITCH-하부체(deg),Y:Pos_YAW-하부체(deg)
20.840253,380288.01,380551.35,380814.51,381077.48,381340.28,116322.12,118195.65,120078.46,121970.38,123871.28,2.6173792e-29,90.000000,7289.0503,-0.00036728754,0.062092439,6.9132528e-06
20.850253,380522.71,380697.50,380872.22,381046.87,381221.43,116445.07,118231.73,120026.82,121830.20,123641.75,5.0919941e-29,90.000000,7289.0452,-0.00036743942,0.062809706,6.4852229e-06
20.860253,380729.40,380810.54,380891.65,380972.75,381053.83,116606.27,118300.54,120002.37,121711.66,123428.29,9.8249780e-29,90.000000,7289.0405,-0.00036748867,0.063278121,6.0301910e-06
20.870253,380948.68,380932.93,380917.18,380901.42,380885.67,116769.33,118367.94,119973.26,121585.22,123203.73,2.3957963e-29,90.000000,7289.0360,-0.00036755399,0.063494312,5.5593440e-06
20.880253,381197.58,381082.67,380967.72,380852.74,380737.72,116918.54,118419.28,119925.95,121438.46,122956.74,1.6452634e-29,90.000000,7289.0319,-0.00036768598,0.063457125,5.0779467e-06
20.890253,381410.52,381191.68,380972.71,380753.62,380534.40,117110.79,118508.39,119911.13,121318.93,122731.74,3.1065668e-28,90.000000,7289.0280,-0.00036769584,0.063167618,4.5710431e-06
20.900253,381665.91,381342.08,381017.99,380693.61,380368.97,117275.63,118569.23,119867.21,121169.54,122476.16,2.6461438e-28,90.000000,7289.0244,-0.00036781321,0.062629012,4.0600488e-06
20.910253,381909.85,381478.15,381045.97,380613.29,380180.13,117459.13,118645.52,119835.59,121029.31,122226.65,7.3695703e-29,90.000000,7289.0210,-0.00036788406,0.061846647,3.5337468e-06
20.920253,382142.95,381601.04,381058.36,380514.92,379970.71,117658.97,118735.51,119815.07,120897.64,121983.18,-1.5539027e-29,90.000000,7289.0179,-0.00036791297,0.060827893,2.9949578e-06
20.930253,382413.57,381761.71,381108.73,380454.64,379799.45,117830.69,118797.75,119767.25,120739.18,121713.51,-1.7051785e-29,90.000000,7289.0149,-0.00036804327,0.059582040,2.4581484e-06
20.940253,382646.47,381882.40,381116.80,380349.67,379581.02,118038.32,118893.11,119749.81,120608.40,121468.87,-3.3205854e-28,90.000000,7289.0121,-0.00036806023,0.058120193,1.9083623e-06
20.950253,382901.56,382026.21,381148.83,380269.45,379388.07,118226.91,118970.35,119715.23,120461.54,121209.27,1.2845568e-29,90.000000,7289.0095,-0.00036814115,0.056455104,1.3632606e-06
20.960253,383159.58,382173.75,381185.35,380194.40,379200.92,118411.02,119043.76,119677.54,120312.36,120948.21,1.1519649e-28,90.000000,7289.0069,-0.00036823399,0.054601031,8.2169329e-07
20.970253,383386.27,382290.12,381190.78,380088.28,378982.66,118618.12,119139.87,119662.33,120185.49,120709.35,4.0119752e-29,90.000000,7289.0045,-0.00036824362,0.052573552,2.7943076e-07
20.980253,383646.11,382443.16,381236.36,380025.76,378811.39,118789.17,119203.62,119618.51,120033.85,120449.63,-3.5609433e-29,90.000000,7289.0021,-0.00036836070,0.050389379,-2.4493309e-07
20.990253,383872.78,382564.61,381251.89,379934.65,378612.96,118979.66,119287.98,119596.54,119905.35,120214.41,3.6877414e-29,90.000000,7288.9998,-0.00036839742,0.048066164,-7.6283847e-07
21.000253,384096.39,382686.56,381271.43,379851.05,378425.50,119160.62,119366.26,119572.01,119777.87,119983.84,-1.3318268e-28,90.000000,7288.9975,-0.00036844504,0.045622283,-1.2635936e-06
21.010253,384332.23,382825.64,381312.98,379794.32,378269.75,119316.18,119424.11,119532.07,119640.07,119748.09,-4.3380137e-29,90.000000,7288.9952,-0.00036855172,0.043076632,-1.7401746e-06
21.020253,384523.86,382923.85,381316.97,379703.33,378083.02,119493.15,119506.33,119519.50,119532.68,119545.86,-1.0308780e-28,90.000000,7288.9929,-0.00036855817,0.040448410,-2.2015000e-06
21.030253,384734.81,383047.93,381353.41,379651.36,377941.89,119633.73,119558.93,119484.14,119409.37,119334.61,-1.4483208e-28,90.000000,7288.9905,-0.00036865172,0.037756901,-2.6301402e-06
21.040253,384922.09,383153.81,381377.12,379592.15,377799.02,119773.25,119615.81,119458.43,119301.12,119143.87,2.4074503e-28,90.000000,7288.9881,-0.00036871158,0.035021266,-3.0323686e-06
21.050253,385083.07,383239.33,381386.44,379524.54,377653.76,119911.96,119677.72,119443.62,119209.67,118975.85,3.0243010e-29,90.000000,7288.9856,-0.00036873333,0.032260334,-3.4057398e-06
21.060253,385259.55,383348.45,381427.50,379496.86,377556.69,120011.68,119709.05,119406.65,119104.49,118802.57,5.1556680e-30,90.000000,7288.9830,-0.00036884046,0.029492402,-3.7387253e-06
21.070253,385389.25,383416.88,381434.00,379440.79,377437.42,120125.05,119759.91,119395.12,119030.67,118666.57,-1.9719547e-30,90.000000,7288.9803,-0.00036885558,0.026735049,-4.0423280e-06
21.080253,385520.10,383494.79,381458.39,379411.08,377353.07,120209.08,119790.03,119371.43,118953.28,118535.59,-9.7461132e-30,90.000000,7288.9775,-0.00036891909,0.024004952,-4.3044947e-06
21.090253,385639.63,383569.50,381487.76,379394.63,377290.30,120273.65,119808.98,119344.86,118881.30,118418.29,2.8329823e-29,90.000000,7288.9747,-0.00036899650,0.021317732,-4.5264636e-06
21.100253,385717.65,383609.82,381489.97,379358.29,377215.00,120344.27,119841.05,119338.49,118836.57,118335.31,1.9255862e-29,90.000000,7288.9717,-0.00036900177,0.018687804,-4.7134785e-06
21.110253,385809.17,383673.02,381524.51,379363.85,377191.25,120372.83,119840.87,119309.64,118779.13,118249.36,-2.3033789e-29,90.000000,7288.9686,-0.00036909416,0.016128244,-4.8536305e-06
21.120253,385861.84,383704.71,381534.96,379352.82,377158.52,120404.74,119851.37,119298.79,118746.99,118195.99,-1.9474230e-29,90.000000,7288.9655,-0.00036912267,0.013650691,-4.9576895e-06
21.130253,385898.88,383728.90,381546.16,379350.87,377143.27,120420.17,119853.73,119288.11,118723.32,118159.36,1.1361939e-28,90.000000,7288.9622,-0.00036915376,0.011265247,-5.0213209e-06
21.140253,385937.38,383763.16,381576.11,379376.45,377164.44,120405.01,119834.43,119264.69,118695.78,118127.72,1.9417853e-30,90.000000,7288.9588,-0.00036923563,0.0089804198,-5.0420514e-06
21.150253,385930.70,383758.74,381573.97,379376.64,377166.96,120400.64,119832.38,119264.94,118698.34,118132.57,-6.1540178e-29,90.000000,7288.9554,-0.00036923221,0.0068030735,-5.0308017e-06
21.160253,385932.35,383770.81,381596.59,379409.92,377211.01,120362.13,119804.71,119248.09,118692.27,118137.25,-4.3176063e-29,90.000000,7288.9520,-0.00036929556,0.0047384053,-4.9787250e-06
21.170253,385911.31,383766.67,381609.56,379440.18,377258.76,120318.00,119778.01,119238.76,118700.26,118162.52,2.5802428e-29,90.000000,7288.9485,-0.00036933359,0.0027899500,-4.8945471e-06
